Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2019-0250-USA,2019,0250,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Jefferson city, Golden (Barry county), Carl Junction (Jasper county), Missouri state",,Hail,,,,,,150,Kph,,,,,2019,5,23,2019,5,31,3,150,,,150,,,,,,,98.7814482687884,2,,30165;30209;30210,"Barry, Jasper, Jefferson (Adm2). "
2019-0116-USA,2019,0116,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Nebraska, Iowa, Wisconsin, Missouri, Kansas, Illinois, Minnesota, South Dakota, North Dakota, Michigan",Fast snowmelt,Storm,,,,,,,Km2,,,,,2019,3,14,2019,3,31,5,,2000,,2000,,,2500000,2530840,10000000,10123358,98.7814482687884,1,3227;3229;3230;3236;3237;3239;3241;3248;3255;3263,,"Illinois, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, South Dakota, Wisconsin (Adm1). "
2019-0106-ZAF,2019,0106,,Natural,Hydrological,Flood,,,,South Africa,ZAF,Southern Africa,Africa,"Ntuzuma,Verusalam, Inanda and KwaMashu towns (north of Durban city, KwaZulu-Natal Province)",Heavy rains,Storm,,,,,,,Km2,,,,,2019,3,8,2019,3,12,10,,,,,,,,,,,98.7814482687884,2,,77363,eThekwini Metropolitan Municipality (Adm2). 
2019-0514-CIV,2019,0514,,Natural,Hydrological,Flood,,,FL-2019-000131,Côte d’Ivoire,CIV,Western Africa,Africa,"Aboisso, Alépé, Grand Bassam, Ayamé, Man, Bonoua, Agboville, Ono and Adiaké (Abidjan)",,Storm,,,,,,,Km2,,,,,2019,10,11,2019,10,13,12,32,14002,612,14646,,,,,,,98.7814482687884,1,16838,,District autonome de Abidjan (Adm1). 
2019-0413-ESP,2019,0413,,Natural,Hydrological,Flood,,,,Spain,ESP,Southern Europe,Europe,"Valencia, Alicante, Murcia, Albacete, eastern Andalucía, Balearic Islands",,Storm,,,,Yes,,9115,Km2,38.05,-1.091,,,2019,9,11,2019,9,16,7,,3500,,3500,,,655000,663080,2500000,2530840,98.7814482687884,1;2,2716;2719;2731,25801;25811;25813,"Andalucía, Illes Balears, Región de Murcia (Adm1). Albacete, Alicante/Alacant, Valencia/Valéncia (Adm2). "
2019-0046-USA,2019,0046,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,Upper midwest,,Cold wave,,,,,,,Kph,,,,,2019,1,29,2019,1,31,22,,,,,,,,,,,98.7814482687884,1,3229;3236;3237;3248;3255;3263,,"Iowa, Michigan, Minnesota, North Dakota, South Dakota, Wisconsin (Adm1). "
2019-0184-USA,2019,0184,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,United States of America (the),USA,Northern America,Americas,"Texas, Lousiana states",,Flood,,,,Yes,,,Kph,,,,,2019,4,24,2019,4,26,5,,,,,,,,,,,98.7814482687884,1,3232;3257,,"Louisiana, Texas (Adm1). "
2019-0110-ZWE,2019,0110,TC-2019-000021,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Idai',Zimbabwe,ZWE,Eastern Africa,Africa,"Chikomba, Mudzi, Mutoko, UMP districts (Mash East pronvince); Chipinge, Chimanimani, Buhera, Mutare (Manicaland); Gutu, Bikita, Zaka, Masvingo (Masvingo); Murambinda, Nyanga, Mutasa, Checheche, Biriwiri, Chibuwe, Chakohwa, Nyanyadzi, Berzely Bridge, Mutimurefu, Ngundu, , Mutasa",,Flood,,Yes,,Yes,,,Kph,,,,,2019,3,14,2019,3,14,628,186,270000,,270186,,,,,,,98.7814482687884,2,,33053;33054;33055;33058;33059;33060;33070;33072;33074;33081;33084;33085;33087;40749;61704,"Bikita, Bindura, Buhera, Chikomba, Chimanimani, Chipinge, Gutu, Masvingo, Mudzi, Mutare, Mutasa, Mutoko, Nyanga, Uzumba-Maramba-Pfungwe, Zaka (Adm2). "
2019-0532-CAN,2019,0532,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Canada,CAN,Northern America,Americas,"Bromont, Sherbrooke (Quebec); Ontario",,Flood,,,,,,100,Kph,,,,,2019,10,31,2019,11,2,1,,,,,,,,,275000,278392,98.7814482687884,1;2,833,12706;12735,"Ontario (Adm1). Brome-Missisquoi, Sherbrooke (Adm2). "
2019-0558-FRA,2019,0558,,Natural,Meteorological,Storm,Convective storm,Severe storm,,France,FRA,Western Europe,Europe,"Var, Alpes Maritimes, Puy de Dome departments.",,Flood,,,,,,,Kph,,,,,2019,11,23,2019,11,24,5,,625,,625,,,,,315000,318886,98.7814482687884,2,,16248;16321;16324,"Alpes-maritimes, Puy-de-Dome, Var (Adm2). "
2019-0621-FRA,2019,0621,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,"Pyrénées-Atlantiques, Landes, Lot-et-Garonne, Gironde, Gers departments",,Flood,,,,,,,Kph,,,,,2019,12,12,2019,12,17,2,13,600,,613,,,,,100000,101234,98.7814482687884,2,,16241;16242;16243;16244;16300,"Gers, Gironde, Landes, Lot-et-Garonne, Pyrenees-Atlantique (Adm2). "
2019-9109-SOM,2019,9109,,Natural,Climatological,Drought,Drought,,,Somalia,SOM,Eastern Africa,Africa,"Awdal, Woqooyi Galbeed, Togdheer, Sanaag, Sool, Nugaal, Bari regions",Dry conditions,Food shortage,,,,,,,Km2,,,,,2019,2,,2019,10,,,,1500000,,1500000,,,,,,,98.7814482687884,1,2688;2702;2703;2704;2705,,"Awdal, Sanaag, Sool, Togdheer, Woqooyi Galbeed (Adm1). "
2019-9619-BWA,2019,9619,,Natural,Climatological,Drought,Drought,,,Botswana,BWA,Southern Africa,Africa,Botswana’s Okavango Delta,,Food shortage,,,,Yes,,,Km2,,,,,2019,,,2019,12,,,,38000,,38000,,,,,,,98.7814482687884,1,660,,Ngamiland (Adm1). 
2019-0007-USA,2019,0007,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Missouri, Illinois, Iowa, Kansas, Nebraska, Washington DC, Virginia, Colorado, North, South Carolina",,Snow/ice,,,,Yes,,,Kph,,,,,2019,1,11,2019,1,15,13,57,,,57,,,,,,,98.7814482687884,1,3219;3222;3227;3229;3230;3239;3241;3247;3254;3260,,"Colorado, District of Columbia, Illinois, Iowa, Kansas, Missouri, Nebraska, North Carolina, South Carolina, Virginia (Adm1). "
2019-0378-RUS,2019,0378,,Natural,Climatological,Wildfire,Forest fire,,,Russian Federation (the),RUS,Eastern Europe,Europe,"Yakoutia (aka Sakha Rep.), Krasnoïarsk, Irkoutsk (Siberia)",,,,,,,,,Km2,,,,,2019,7,,2019,8,,,,,,,,,,,106000,107308,98.7814482687884,1,2506;2525;2551,,"Irkutskaya Oblast, Krasnoyarskiy Kray, Sakha Rep. (Adm1). "
2019-0294-RUS,2019,0294,,Natural,Hydrological,Flood,,,,Russian Federation (the),RUS,Eastern Europe,Europe,"Taishetsky, Nizhneudinsky, Tulunsky and Chunsky districts (Irkutsk Oblast; south-east Siberian Federal District)",Heavy rains,,,,,,,413323,Km2,58.911,102.485,,,2019,6,28,2019,7,3,31,190,33000,,33190,,,,,460000,465674,98.7814482687884,1,2506,,Irkutskaya Oblast (Adm1). 
2019-0033-SAU,2019,0033,,Natural,Hydrological,Flood,,,,Saudi Arabia,SAU,Western Asia,Asia,Tabouk,Heavy rains,,,,,,,632316,Km2,26.674,41.295,,,2019,1,27,2019,1,30,12,,271,,271,,,,,,,98.7814482687884,1,2634,,Tabuk (Adm1). 
2019-0252-SAU,2019,0252,,Natural,Hydrological,Flood,,,,Saudi Arabia,SAU,Western Asia,Asia,Taif (Meccah province),,,,,,,,238157,Km2,18.54,45.254,,,2019,5,22,2019,5,27,1,,36,,36,,,,,,,98.7814482687884,1,2629,,Makkah (Adm1). 
2019-0280-SDN,2019,0280,,Natural,Hydrological,Flood,,,,Sudan (the),SDN,Northern Africa,Africa,North and South Darfur,Heavy rains,,,,,,,,Km2,,,,,2019,6,8,2019,6,18,,,6198,,6198,,,,,,,98.7814482687884,1,2757;2764,,"Northern Darfur, Southern Darfur (Adm1). "
2019-0137-SYR,2019,0137,FL-2019-000031-SYR,Natural,Hydrological,Flood,,,,Syrian Arab Republic,SYR,Western Asia,Asia,"Idleb, Al Hasakeh Governate",Torrential rains,,,,,,,,Km2,,,,,2019,3,30,2019,4,3,2,,235000,,235000,,,,,,,98.7814482687884,1,2841;2843,,"Hassakeh, Idleb (Adm1). "
2019-0009-THA,2019,0009,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cylone 'Pabuk',Thailand,THA,South-Eastern Asia,Asia,"Nakhon Si Thammarat, Surat Thani provinces",,,,,,,,,Kph,,,,,2019,1,4,2019,1,4,7,,720885,,720885,,,,,,,98.7814482687884,1,2880;2916,,"Nakhon Si Thammarat, Surat Thani (Adm1). "
2019-9359-THA,2019,9359,DR-2020-000017,Natural,Climatological,Drought,Drought,,,Thailand,THA,South-Eastern Asia,Asia,"North, Northeastern, Central Plains ",,,,,,Yes,,,Km2,,,,,2019,7,,2020,2,,,,,,,,,,,,,98.7814482687884,,,,
2019-0274-TUR,2019,0274,,Natural,Hydrological,Flood,Flash flood,,,Turkey,TUR,Western Asia,Asia, Arakli District (Trabzon Province),Heavy rains,,,,,,,12361,Km2,40.706,41.047,,,2019,6,18,2019,6,20,10,,70,,70,,,,,,,98.7814482687884,2,,28304,Arakli (Adm2). 
2019-0165-TZA,2019,0165,,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Kenneth',"Tanzania, United Republic of",TZA,Eastern Africa,Africa,"Mtwara, Lindi",,,,,,,,,Kph,,,,,2019,4,26,2019,4,26,,,2000000,,2000000,,,,,,,98.7814482687884,1,48364;48369,,"Lindi, Mtwara (Adm1). "
2019-0203-TZA,2019,0203,FL-2019-000048,Natural,Hydrological,Flood,,,,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,"Kyela district (Mbeya region), Kinondoni, ilala, Temeke muncipalities (Dar Es Salaam)",,,,,,,,,Km2,,,,,2019,5,13,2019,5,17,5,,5000,,5000,,,,,,,98.7814482687884,2,,48388;48389;48390;48437,"Ilala, Kinondoni, Kyela, Temeke (Adm2). "
2019-0179-UGA,2019,0179,,Natural,Hydrological,Flood,Flash flood,,,Uganda,UGA,Eastern Africa,Africa,"Kabugundo, Nabeyo, Itanwa (Buyende and Kamuli districts)",Heavy rains,,,,,,,,Km2,,,,,2019,4,22,2019,4,23,15,,100,,100,,,,,,,98.7814482687884,1,756;760,,"Buyende, Kamuli (Adm1). "
2019-0254-UGA,2019,0254,,Natural,Hydrological,Flood,Flash flood,,,Uganda,UGA,Eastern Africa,Africa,"Kikajjo, Lubowaa, Lufuka (Kampala)",,,,,,,,,Km2,,,,,2019,5,26,2019,5,29,8,,2500,,2500,,,,,,,98.7814482687884,2,,42210;42212,"Busiro, Kyadondo (Adm2). "
2019-0040-URY,2019,0040,,Natural,Hydrological,Flood,,,,Uruguay,URY,South America,Americas,"Artigas, Durazno, Florida, Soriano, Salto",Heavy rains,,,,,,,,Km2,,,,,2019,1,10,2019,1,23,,,5427,,5427,,,,,,,98.7814482687884,1,3265;3269;3271;3279;3281,,"Artigas, Durazno, Florida, Salto, Soriano (Adm1). "
2019-0273-URY,2019,0273,,Natural,Hydrological,Flood,,,,Uruguay,URY,South America,Americas,"Florida, Durazno",Heavy rains,,,,,,,,Km2,,,,,2019,6,11,2019,6,24,,,7406,,7406,,,,,,,98.7814482687884,1,3269;3271,,"Durazno, Florida (Adm1). "
2019-0081-USA,2019,0081,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Alabama, Georgia, South Carolina, Florida, Mississippi, ",,,,,,,,,Kph,,,,,2019,3,3,2019,3,4,28,90,,,90,,,140000,141727,190000,192344,98.7814482687884,1,3214;3223;3224;3238;3254,,"Alabama, Florida, Georgia, Mississippi, South Carolina (Adm1). "
2019-0306-USA,2019,0306,,Natural,Geophysical,Earthquake,Ground movement,,,United States of America (the),USA,Northern America,Americas,Ridgecrest (Califronia),,,,,,Yes,,7,Richter,35.77,-117.599,20:19,,2019,7,5,2019,7,5,,,150,,150,,,50000,50617,200000,202467,98.7814482687884,2,,28879,Kern (Adm2). 
2019-0335-USA,2019,0335,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cylone 'Barry',United States of America (the),USA,Northern America,Americas,"Louisiana, Mississippi, Arkansas, Oklahoma, Great Lakes region",,,,,,,,,Kph,,,,,2019,7,13,2019,7,15,1,,,,,,,300000,303701,600000,607402,98.7814482687884,1,3217;3232;3238,,"Arkansas, Louisiana, Mississippi (Adm1). "
2019-0307-USA,2019,0307,,Natural,Hydrological,Flood,,,,United States of America (the),USA,Northern America,Americas,"Lincolnton region (Lincoln County, North Carolina)",Heavy rains,,,,,Yes,,,Km2,,,,Catawba river,2019,6,6,2019,6,9,3,,600,,600,,,,,,,98.7814482687884,2,,30621,Lincoln (Adm2). 
2019-9359-VNM,2019,9359,DR-2020-000017,Natural,Climatological,Drought,Drought,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Long An, Tien Giang, Ben Tre, Dong Thap, Vinh Long, Tra Vinh, Soc Trang, An Giang, Kien Giang, Hau Giang, Bac Lieu, Ca Mau, Can Tho city",,,,,,,,,Km2,,,,,2019,7,,2020,2,,,,685558,,685558,,,,,,,98.7814482687884,1,3326;3330;3332;3339;3343;3356;3362;3377;3384;3386;3388;73933;73937,,"An Giang, Bac Lieu, Ben Tre, Ca Mau, Can Tho city, Dong Thap, Hau Giang, Kien Giang, Long An, Soc Trang, Tien Giang, Tra Vinh, Vinh Long (Adm1). "
2019-0213-YEM,2019,0213,FF-2019-000054,Natural,Hydrological,Flood,Flash flood,,,Yemen,YEM,Western Asia,Asia,"Marib, Sa’ada, Aden, Shabwa, Lahj, Taizz, Hadramaut, Ibb, Al Bayda, Al Jawf, Hajjah, Dhamar, Rayma, Hajjah governorates.",Torrential rains,,,,,,,,Km2,,,,,2019,6,11,2019,6,14,8,,80000,,80000,,,,,,,98.7814482687884,1,3410;3412;3416;3418;3419;3420;3421;3422;3424;3425;144970;144971;144973,,"Aden, Al Bayda, Al Jawf, Dhamar, Hadramaut, Hajjah, Ibb, Lahj, Marib, Raymah, Sa'ada, Shabwah, Taizz (Adm1). "
2019-0252-YEM,2019,0252,,Natural,Hydrological,Flood,,,,Yemen,YEM,Western Asia,Asia,Sanaa,,,,,,,,,Km2,,,,,2019,5,17,2019,5,27,6,,,,,,,,,,,98.7814482687884,1,144972,,Sana'a (Adm1). 
2019-0182-ZAF,2019,0182,,Natural,Hydrological,Flood,,,,South Africa,ZAF,Southern Africa,Africa,Eastern Cape Province,Heavy rains,,,,,,,,Km2,,,,,2019,5,2,2019,5,2,13,,,,,,,,,,,98.7814482687884,1,77310,,Eastern Cape (Adm1). 
2019-0170-COD,2019,0170,,Natural,Hydrological,Landslide,Landslide,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Mahanga, Masisi (Osso Banyungu, Nord-Kivu)",Heavy rains,,,,,,,,,,,,,2019,4,26,2019,4,29,13,,,450,450,,,,,,,98.7814482687884,1,1074,,Nord-Kivu (Adm1). 
2019-0048-ZMB,2019,0048,,Natural,Hydrological,Flood,,,,Zambia,ZMB,Eastern Africa,Africa, Muchinga Province ,Heavy seasonal rains,,,,,,,,Km2,,,,,2019,1,1,2019,1,31,4,,,,,,,,,,,98.7814482687884,2,,65191;65210;65211;65216;65220,"Chama, Chinsali, Isoka, Mpika, Nakonde (Adm2). "
2019-0094-ZWE,2019,0094,,Natural,Hydrological,Flood,Flash flood,,,Zimbabwe,ZWE,Eastern Africa,Africa,"Masvingo, Mashonaland West",Heavy rain,,,,,Yes,,154678,Km2,-19.041,30.804,,,2019,2,11,2019,2,18,26,,,,,,,,,,,98.7814482687884,1,3440;3441,,"Mashonaland West, Masvingo (Adm1). "
2019-0275-SRB,2019,0275,FL-2019-000052,Natural,Hydrological,Flood,,,,Serbia,SRB,Southern Europe,Europe,"Moravicki, Raski, Sumadijski and Pomoravski districts; Kraljevo, Novi Pazar, Paracin, Sremska Mitrovica, Knic, Arilje, Lucani, Tutin, Trstenik, Pozega, Vrnjacka banja, Koceljeva, Rekovac, Gornji Milanovac, Ljig, Cacak, Ivanjica, Aleksinac, Porkuplje, Krupanj municipalities",,,,,,Yes,,,Km2,,,,,2019,6,2,2019,6,7,,,11650,,11650,,,,,,,98.7814482687884,1,25377;25381;25382;25388;25390;25391;25396;25397,,"Kolubarski, Macvanski, Moravicki, Pomoravski, Rasinski, Raski, Sumadijski, Toplicki (Adm1). "
2019-0285-SSD,2019,0285,FL-2019-000062,Natural,Hydrological,Flood,Flash flood,,,South Sudan,SSD,Northern Africa,Africa,"Lafon, Torit and Kapoeta South counties (Eastern Equatoria); Ayod, Akobo, Bor South, Duk, Twic East, Pibor, Pochalla and Uror counties (Jonglei); Aweil Center, Aweil North (Northern Bahr el Ghazal); Abiemnhom, Mayom, Mayendit, Panyijiar (Unity); Maban (Upper Nile); Gogrial East, Gogrial West, Tonj North (Warrap); Juba, Terekeka (Central Equatoria)",Heavy rains,,,,,,,,Km2,,,,,2019,6,5,2019,6,7,3,,234800,,234800,,,,,,,98.7814482687884,1,2748;2750;2751;2754;2765;37021,,"Central Equatoria, Eastern Equatoria, Jonglei, Northern Bahr El Ghazal, Upper Nile, Warab (Adm1). "
2019-0189-SSD,2019,0189,,Natural,Climatological,Wildfire,,,,South Sudan,SSD,Northern Africa,Africa,"Korok (Aweil, Lol state)",,,,,,,,,Km2,,,,,2019,5,8,2019,5,8,50,12,,,12,,,,,,,98.7814482687884,2,,37077,Aweil (Adm2). 
2019-0613-AFG,2019,0613,,Natural,Hydrological,Landslide,Landslide,,,Afghanistan,AFG,Southern Asia,Asia,Badakhshan Province,,,,,,,,,,,,,,2019,12,11,2019,12,11,40,,,,,,,,,,,98.7814482687884,1,272,,Badakhshan (Adm1). 
2019-0666-AGO,2019,0666,,Natural,Hydrological,Flood,Flash flood,,,Angola,AGO,Middle Africa,Africa,"Luanda, Luanda Sul, Luanda Norte, Bié, Benguela, Huambo, Cuanza Norte, Cuanza Sul, Malanje, Namibe, Uíge, Zaire provinces",,,,,,,,,Km2,,,,,2019,3,,2020,1,10,41,,11190,,11190,,,,,,,98.7814482687884,1,399;400;403;405;407;408;409;410;411;413;414;415,,"Benguela, Bie, Cuanza Sul, Huambo, Kuanza Norte, Luanda, Lunda Norte, Lunda Sul, Malanje, Namibe, Uige, Zaire (Adm1). "
2019-0444-ALB,2019,0444,,Natural,Geophysical,Earthquake,Ground movement,,,Albania,ALB,Southern Europe,Europe,"Durres, Tirana Counties",,,,,,,,6,Richter,41.381,19.454,16:04,,2019,9,21,2019,9,21,,108,4500,,4608,,,,,45000,45555,98.7814482687884,1,310;338,,"Durres, Tirane (Adm1). "
2019-0572-ALB,2019,0572,EQ-2019-000157,Natural,Geophysical,Earthquake,Ground movement,,,Albania,ALB,Southern Europe,Europe,"Durrës, Kruje, Tiranë, Lezhë",,,,,,,,6,Richter,41.511,19.522,3:54,,2019,11,26,2019,11,26,51,913,202000,,202913,,,,,700000,708635,98.7814482687884,1,310;319;323;338,,"Durres, Kruje, Lezhe, Tirane (Adm1). "
2019-9666-ARG,2019,9666,DR-2020-0000-31,Natural,Climatological,Drought,Drought,,,Argentina,ARG,South America,Americas,"San Martín, Rivadavia, Oran departments (Salta province)",,,,,,Yes,,,Km2,,,,,2019,12,,2020,3,,8,32,35000,,35032,,,,,,,98.7814482687884,2,,4773;4781;4783,"General Jose de San Martin, Oran, Rivadavia (Adm2). "
2019-0585-BDI,2019,0585,FL-2019-000167,Natural,Hydrological,Landslide,Landslide,,,Burundi,BDI,Eastern Africa,Africa,"Mugina, Nyuempundu, Rukombe, Gikomero (Cibitoke province)",Heavy rains,,,,,,,,,,,,,2019,12,5,2019,12,5,37,7,9935,,9942,,,,,,,98.7814482687884,1,40547,,Cibitoke (Adm1). 
2019-0650-BEL,2019,0650,,Natural,Meteorological,Extreme temperature ,Heat wave,,,Belgium,BEL,Western Europe,Europe,,,,,,,,,35,°C,,,,,2019,8,23,2019,8,29,188,,,,,,,,,,,98.7814482687884,,,,
2019-0550-BGD,2019,0550,TC-2019-000147,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Bulbul',Bangladesh,BGD,Southern Asia,Asia,"Satkhira, Khulna, Bhola, Bagerhat,Patuakhlai, Barguna, Pirojpur districts",,,,,,,,130,Kph,,,,,2019,11,9,2019,11,10,40,71,251435,,251506,,,,,5785,5856,98.7814482687884,2,,5761;5763;5765;5766;5795;5799;5804,"Bagerhat, Barguna, Bhola, Khulna, Patuakhali, Pirojpur, Satkhira (Adm2). "
2019-0655-BGD,2019,0655,,Natural,Meteorological,Extreme temperature ,Cold wave,,,Bangladesh,BGD,Southern Asia,Asia,"Chuadanga, Dinajpur, Panchagarh, Rajshahi, Pabna, Naogaon, Nilphamari, Jessore, Kurigramare districts ",,,,,,,,8,°C,,,,,2019,11,,2019,12,,50,4500,,,4500,,,,,,,98.7814482687884,2,,5796;5797;5806;5809;5811;5814;5815;5816;5817,"Chuadanga, Dinajpur, Jessore, Kurigram, Naogaon, Nilphamari, Pabna, Panchagarh, Rajshahi (Adm2). "
2019-0412-BHS,2019,0412,TC-2019-000099,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Dorian',Bahamas (the),BHS,Caribbean,Americas,"Great Abaco, Grand Bahama",,,,Yes,,,,298,Kph,,,,,2019,9,1,2019,9,4,356,,14940,,14940,,,,,3400000,3441942,98.7814482687884,1,561,,Administrative unit not available (Adm1). 
2019-0428-BOL,2019,0428,,Natural,Climatological,Wildfire,Forest fire,,,Bolivia (Plurinational State of),BOL,South America,Americas,"Santa Cruz, Beni, La Paz departments",,,,Yes,,,,,Km2,,,,,2019,8,,2019,9,,,,36000,,36000,,,,,,,98.7814482687884,1,40443;40446;40449,,"Beni, La Paz, Santa Cruz (Adm1). "
2019-0428-BRA,2019,0428,,Natural,Climatological,Wildfire,Forest fire,,,Brazil,BRA,South America,Americas,"Northwestern, Legal Amazon Area",,,,Yes,,,,,Km2,,,,,2019,1,,2019,8,,,2195,10000000,,10002195,,,,,,,98.7814482687884,,,,
2019-0524-CAF,2019,0524,,Natural,Hydrological,Flood,,,,Central African Republic,CAF,Middle Africa,Africa,Bangui,Heavy and non-stop rains,,,,,Yes,,,Km2,,,,Oubangui,2019,9,,2019,11,13,,,44918,,44918,,,,,,,98.7814482687884,1,67154,,Bangui (Adm1). 
2019-0640-CHL,2019,0640,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Chile,CHL,South America,Americas,"Rocuant, San Roque (Valparaiso)",,,,,,Yes,,,Km2,,,,,2019,12,24,2019,12,26,,12,,735,747,,,,,,,98.7814482687884,2,,149634,Valparaiso (Adm2). 
2019-0425-CHN,2019,0425,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Sichuan province,,,,,,,,5,Richter,29.573,105.064,06:42,,2019,9,8,2019,9,8,1,63,15123,396,15582,,,,,,,98.7814482687884,1,924,,Sichuan Sheng (Adm1). 
2019-0520-CHN,2019,0520,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Neijiang (Sichuan Province),,,,,,,,5,Richter,29.573,105.064,06:42,,2019,9,8,2019,9,8,1,63,15123,396,15582,,,,,,,98.7814482687884,2,,13263,Name Unknown (Adm2). 
2019-0469-CHN,2019,0469,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,Heilongjiang province,Heavy rains,,,,,,,,Km2,,,,Ashi River,2019,7,29,2019,8,1,,,11400,,11400,,,,,315000,318886,98.7814482687884,1,908,,Heilongjiang Sheng (Adm1). 
2019-0424-CHN,2019,0424,TC-2019-000102,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Lingling',China,CHN,Eastern Asia,Asia,,,,,,,,,,Kph,,,,,2019,9,5,2019,9,8,,,,,,,,,,131000,132616,98.7814482687884,,,,
2019-0472-CHN,2019,0472,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Mitag',China,CHN,Eastern Asia,Asia,Zhoushan,,,,,,,,,Kph,,,,,2019,10,2,2019,10,2,3,,,,,,,,,263000,266244,98.7814482687884,2,,13327,Zhoushan (Adm2). 
2019-0400-CHN,2019,0400,,Natural,Hydrological,Landslide,Mudslide,,,China,CHN,Eastern Asia,Asia,Wenchuan county (Sichuan province),Heavy rains,,,,,,,,,,,,,2019,8,19,2019,8,20,38,6,6600,,6606,,,,,200000,202467,98.7814482687884,2,,13270,Ngawa Tibetan and Qiang (Adm2). 
2019-0527-CMR,2019,0527,,Natural,Hydrological,Landslide,Landslide,,,Cameroon,CMR,Middle Africa,Africa,Bafoussam City (West Region),Heavy rains,,,,,,,,,,,,,2019,10,28,2019,10,28,54,,,,,,,,,,,98.7814482687884,2,,12507,Mifi (Adm2). 
2019-0561-COG,2019,0561,,Natural,Hydrological,Flood,Riverine flood,,,Congo (the),COG,Middle Africa,Africa,"Likouala, Cuvette, Plateaux departments",,,,,,Yes,,,Km2,,,,,2019,11,20,2019,11,25,,,,,,,,,,,,98.7814482687884,1,971;975;977,,"Cuvette, Likouala, Plateaux (Adm1). "
2019-0664-COG,2019,0664,,Natural,Hydrological,Flood,,,,Congo (the),COG,Middle Africa,Africa,"Brazzaville, Pointe-Noire ",Heavy rains,,,,,Yes,,585146,Km2,-1.12,18.16,,"Congo, Oubangui rivers",2019,12,,2020,3,,,,213000,,213000,,,,,,,98.7814482687884,1,190432;190434,,"Brazzaville, Point-Noire (Adm1). "
2019-0595-COL,2019,0595,,Natural,Hydrological,Flood,,,,Colombia,COL,South America,Americas,Antioquia and Tolima Departments,,,,,,,,,Km2,,,,,2019,10,27,2019,11,17,20,,23035,215,23250,,,,,,,98.7814482687884,1,935;963,,"Antioquia, Tolima (Adm1). "
2019-0606-COL,2019,0606,,Natural,Hydrological,Flood,,,,Colombia,COL,South America,Americas,Nariño Department,Heavy rains,,,,,,,,Km2,,,,Telembí River,2019,12,6,2019,12,11,,,6000,,6000,,,,,,,98.7814482687884,1,955,,Narino (Adm1). 
2019-0653-COL,2019,0653,,Natural,Hydrological,Flood,,,,Colombia,COL,South America,Americas,Chaparral municipality (Tolima Department),Heavy rains,,,,,,,,Km2,,,,,2019,12,26,2019,12,26,18,,,,,,,,,,,98.7814482687884,2,,14327,Chaparral (Adm2). 
